cui,name
S20,Oberflächliche Verletzung des Thorax
S20.0,Prellung der Mamma [Brustdrüse]
S20.1,Sonstige und nicht näher bezeichnete oberflächliche Verletzungen der Mamma [Brustdrüse]
S20.2,Prellung des Thorax
S20.3,Sonstige oberflächliche Verletzungen der vorderen Thoraxwand
S20.4,Sonstige oberflächliche Verletzungen der hinteren Thoraxwand
S20.7,Multiple oberflächliche Verletzungen des Thorax
S20.8,Oberflächliche Verletzung sonstiger und nicht näher bezeichneter Teile des Thorax
S21,Offene Wunde des Thorax
S21.0,Offene Wunde der Mamma [Brustdrüse]
S21.1,Offene Wunde der vorderen Thoraxwand
S21.2,Offene Wunde der hinteren Thoraxwand
S21.7,Multiple offene Wunden der Thoraxwand
S21.8,Offene Wunde sonstiger Teile des Thorax
S21.80,Nicht näher bezeichnete offene Wunde sonstiger Teile des Thorax
S21.83,Offene Wunde (jeder Teil des Thorax) mit Verbindung zu einer intrathorakalen Verletzung
S21.84,Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Thorax
S21.85,Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Thorax
S21.86,Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Thorax
S21.87,Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Thorax
S21.88,Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Thorax
S21.89,Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Thorax
S21.9,"Offene Wunde des Thorax, Teil nicht näher bezeichnet"
S22,"Fraktur der Rippe(n), des Sternums und der Brustwirbelsäule"
S22.0,Fraktur eines Brustwirbels
S22.00,Fraktur eines Brustwirbels: Höhe nicht näher bezeichnet
S22.01,Fraktur eines Brustwirbels: T1 und T2
S22.02,Fraktur eines Brustwirbels: T3 und T4
S22.03,Fraktur eines Brustwirbels: T5 und T6
S22.04,Fraktur eines Brustwirbels: T7 und T8
S22.05,Fraktur eines Brustwirbels: T9 und T10
S22.06,Fraktur eines Brustwirbels: T11 und T12
S22.1,Multiple Frakturen der Brustwirbelsäule
S22.2,Fraktur des Sternums
S22.20,Fraktur des Sternums: Nicht näher bezeichnet
S22.21,Fraktur des Sternums: Manubrium sterni
S22.22,Fraktur des Sternums: Corpus sterni
S22.23,Fraktur des Sternums: Processus xiphoideus
S22.3,Rippenfraktur
S22.31,Fraktur der ersten Rippe
S22.32,Fraktur einer sonstigen Rippe
S22.4,Rippenserienfraktur
S22.40,Rippenserienfraktur: Nicht näher bezeichnet
S22.41,Rippenserienfraktur: Mit Beteiligung der ersten Rippe
S22.42,Rippenserienfraktur: Mit Beteiligung von zwei Rippen
S22.43,Rippenserienfraktur: Mit Beteiligung von drei Rippen
S22.44,Rippenserienfraktur: Mit Beteiligung von vier und mehr Rippen
S22.5,Instabiler Thorax
S22.8,Fraktur sonstiger Teile des knöchernen Thorax
S22.9,"Fraktur des knöchernen Thorax, Teil nicht näher bezeichnet"
S23,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern im Bereich des Thorax"
S23.0,Traumatische Ruptur einer thorakalen Bandscheibe
S23.1,Luxation eines Brustwirbels
S23.10,Luxation eines Brustwirbels: Höhe nicht näher bezeichnet
S23.11,Luxation eines Brustwirbels: T1/T2 und T2/T3
S23.12,Luxation eines Brustwirbels: T3/T4 und T4/T5
S23.13,Luxation eines Brustwirbels: T5/T6 und T6/T7
S23.14,Luxation eines Brustwirbels: T7/T8 und T8/T9
S23.15,Luxation eines Brustwirbels: T9/T10 und T10/T11
S23.16,Luxation eines Brustwirbels: T11/T12
S23.17,Luxation eines Brustwirbels: T12/L1
S23.2,Luxation sonstiger und nicht näher bezeichneter Teile des Thorax
S23.3,Verstauchung und Zerrung der Brustwirbelsäule
S23.4,Verstauchung und Zerrung der Rippen und des Sternums
S23.5,Verstauchung und Zerrung sonstiger und nicht näher bezeichneter Teile des Thorax
S24,Verletzung der Nerven und des Rückenmarkes in Thoraxhöhe
S24.0,Kontusion und Ödem des thorakalen Rückenmarkes
S24.1,Sonstige und nicht näher bezeichnete Verletzungen des thorakalen Rückenmarkes
S24.10,"Verletzung des thorakalen Rückenmarkes, nicht näher bezeichnet"
S24.11,Komplette Querschnittverletzung des thorakalen Rückenmarkes
S24.12,Inkomplette Querschnittverletzung des thorakalen Rückenmarkes
S24.2,Verletzung von Nervenwurzeln der Brustwirbelsäule
S24.3,Verletzung peripherer Nerven des Thorax
S24.4,Verletzung thorakaler sympathischer Nerven
S24.5,Verletzung sonstiger Nerven des Thorax
S24.6,Verletzung eines nicht näher bezeichneten Nervs des Thorax
S24.7,Funktionale Höhe einer Verletzung des thorakalen Rückenmarkes
S24.70,Verletzung des thorakalen Rückenmarkes: Höhe nicht näher bezeichnet
S24.71,Verletzung des Rückenmarkes: T1
S24.72,Verletzung des Rückenmarkes: T2/T3
S24.73,Verletzung des Rückenmarkes: T4/T5
S24.74,Verletzung des Rückenmarkes: T6/T7
S24.75,Verletzung des Rückenmarkes: T8/T9
S24.76,Verletzung des Rückenmarkes: T10/T11
S24.77,Verletzung des Rückenmarkes: T12
S25,Verletzung von Blutgefäßen des Thorax
S25.0,Verletzung der Aorta thoracica
S25.1,Verletzung des Truncus brachiocephalicus oder der A. subclavia
S25.2,Verletzung der V. cava superior
S25.3,Verletzung der V. brachiocephalica oder der V. subclavia
S25.4,Verletzung von Pulmonalgefäßen
S25.5,Verletzung von Interkostalgefäßen
S25.7,Verletzung mehrerer Blutgefäße des Thorax
S25.8,Verletzung sonstiger Blutgefäße des Thorax
S25.80,Verletzung epiduraler Blutgefäße in Höhe des Thorax
S25.81,Verletzung subduraler Blutgefäße in Höhe des Thorax
S25.82,Verletzung subarachnoidaler Blutgefäße in Höhe des Thorax
S25.88,Verletzung sonstiger Blutgefäße des Thorax
S25.9,Verletzung eines nicht näher bezeichneten Blutgefäßes des Thorax
S26,Verletzung des Herzens
S26.0,Traumatisches Hämoperikard
S26.8,Sonstige Verletzungen des Herzens
S26.81,Prellung des Herzens
S26.82,Rissverletzung des Herzens ohne Eröffnung einer Herzhöhle
S26.83,Rissverletzung des Herzens mit Eröffnung einer Herzhöhle
S26.88,Sonstige Verletzungen des Herzens
S26.9,"Verletzung des Herzens, nicht näher bezeichnet"
S27,Verletzung sonstiger und nicht näher bezeichneter intrathorakaler Organe
S27.0,Traumatischer Pneumothorax
S27.1,Traumatischer Hämatothorax
S27.2,Traumatischer Hämatopneumothorax
S27.3,Sonstige Verletzungen der Lunge
S27.31,Prellung und Hämatom der Lunge
S27.32,Rissverletzung der Lunge
S27.38,Sonstige und nicht näher bezeichnete Verletzungen der Lunge
S27.4,Verletzung eines Bronchus
S27.5,"Verletzung der Trachea, Pars thoracica"
S27.6,Verletzung der Pleura
S27.7,Multiple Verletzungen intrathorakaler Organe
S27.8,Verletzung sonstiger näher bezeichneter intrathorakaler Organe und Strukturen
S27.81,Verletzung: Zwerchfell
S27.82,Verletzung: Ductus thoracicus
S27.83,"Verletzung: Ösophagus, Pars thoracica"
S27.84,Verletzung: Thymus
S27.88,Verletzung: Sonstige näher bezeichnete intrathorakale Organe und Strukturen
S27.9,Verletzung eines nicht näher bezeichneten intrathorakalen Organs
S28,Zerquetschung des Thorax und traumatische Amputation von Teilen des Thorax
S28.0,Brustkorbzerquetschung
S28.1,Traumatische Amputation eines Teiles des Thorax
S29,Sonstige und nicht näher bezeichnete Verletzungen des Thorax
S29.0,Verletzung von Muskeln und Sehnen in Thoraxhöhe
S29.7,Multiple Verletzungen des Thorax
S29.8,Sonstige näher bezeichnete Verletzungen des Thorax
S29.80,Verletzung thorakaler Rückenmarkhäute
S29.88,Sonstige näher bezeichnete Verletzungen des Thorax
S29.9,Nicht näher bezeichnete Verletzung des Thorax
S30-S39,"Verletzungen des Abdomens, der Lumbosakralgegend, der Lendenwirbelsäule und des Beckens"
S30,"Oberflächliche Verletzung des Abdomens, der Lumbosakralgegend und des Beckens"
S30.0,Prellung der Lumbosakralgegend und des Beckens
S30.1,Prellung der Bauchdecke
S30.2,Prellung der äußeren Genitalorgane
S30.7,"Multiple oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S30.8,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S30.81,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Schürfwunde"
S30.82,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Blasenbildung (nichtthermisch)"
S30.83,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Insektenbiss oder -stich (ungiftig)"
S30.84,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Oberflächlicher Fremdkörper (Splitter)"
S30.85,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Prellung"
S30.86,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Subkutanes (geschlossenes) Décollement"
S30.88,"Sonstige oberflächliche Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens: Sonstige"
S30.9,"Oberflächliche Verletzung des Abdomens, der Lumbosakralgegend und des Beckens, nicht näher bezeichnet"
S31,"Offene Wunde des Abdomens, der Lumbosakralgegend und des Beckens"
S31.0,Offene Wunde der Lumbosakralgegend und des Beckens
S31.1,Offene Wunde der Bauchdecke
S31.2,Offene Wunde des Penis
S31.3,Offene Wunde des Skrotums und der Testes
S31.4,Offene Wunde der Vagina und der Vulva
S31.5,Offene Wunde sonstiger und nicht näher bezeichneter äußerer Genitalorgane
S31.7,"Multiple offene Wunden des Abdomens, der Lumbosakralgegend und des Beckens"
S31.8,Offene Wunde sonstiger und nicht näher bezeichneter Teile des Abdomens
S31.80,Offene Wunde sonstiger und nicht näher bezeichneter Teile des Abdomens
S31.83,"Offene Wunde (jeder Teil des Abdomens, der Lumbosakralgegend und des Beckens) mit Verbindung zu einer intraabdominalen Verletzung"
S31.84,Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens
S31.85,Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens
S31.86,Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens
S31.87,Weichteilschaden I. Grades bei offener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens
S31.88,Weichteilschaden II. Grades bei offener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens
S31.89,Weichteilschaden III. Grades bei offener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens
S32,Fraktur der Lendenwirbelsäule und des Beckens
S32.0,Fraktur eines Lendenwirbels
S32.00,Fraktur eines Lendenwirbels: Höhe nicht näher bezeichnet
S32.01,Fraktur eines Lendenwirbels: L1
S32.02,Fraktur eines Lendenwirbels: L2
S32.03,Fraktur eines Lendenwirbels: L3
S32.04,Fraktur eines Lendenwirbels: L4
S32.05,Fraktur eines Lendenwirbels: L5
S32.1,Fraktur des Os sacrum
S32.2,Fraktur des Os coccygis
S32.3,Fraktur des Os ilium
S32.4,Fraktur des Acetabulums
S32.5,Fraktur des Os pubis
S32.7,Multiple Frakturen mit Beteiligung der Lendenwirbelsäule und des Beckens
S32.8,Fraktur sonstiger und nicht näher bezeichneter Teile der Lendenwirbelsäule und des Beckens
S32.81,Fraktur: Os ischium
S32.82,"Fraktur: Lendenwirbelsäule und Kreuzbein, Teil nicht näher bezeichnet"
S32.89,Fraktur: Sonstige und nicht näher bezeichnete Teile des Beckens
S33,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern der Lendenwirbelsäule und des Beckens"
S33.0,Traumatische Ruptur einer lumbalen Bandscheibe
S33.1,Luxation eines Lendenwirbels
S33.10,Luxation eines Lendenwirbels: Höhe nicht näher bezeichnet
S33.11,Luxation eines Lendenwirbels: L1/L2
S33.12,Luxation eines Lendenwirbels: L2/L3
S33.13,Luxation eines Lendenwirbels: L3/L4
S33.14,Luxation eines Lendenwirbels: L4/L5
S33.15,Luxation eines Lendenwirbels: L5/S1
S33.2,Luxation des Iliosakral- und des Sakro-Kokzygeal-Gelenkes
S33.3,Luxation sonstiger und nicht näher bezeichneter Teile der Lendenwirbelsäule und des Beckens
S33.4,Traumatische Symphysensprengung
S33.5,Verstauchung und Zerrung der Lendenwirbelsäule
S33.50,"Verstauchung und Zerrung der Lendenwirbelsäule, nicht näher bezeichnet"
S33.51,Verstauchung und Zerrung der Junctura lumbosacralis und ihrer Bänder
S33.6,Verstauchung und Zerrung des Iliosakralgelenkes
S33.7,Verstauchung und Zerrung sonstiger und nicht näher bezeichneter Teile der Lendenwirbelsäule und des Beckens
S34,"Verletzung der Nerven und des lumbalen Rückenmarkes in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S34.0,Kontusion und Ödem des lumbalen Rückenmarkes [Conus medullaris]
S34.1,Sonstige Verletzung des lumbalen Rückenmarkes
S34.10,Komplette Querschnittverletzung des lumbalen Rückenmarkes
S34.11,Inkomplette Querschnittverletzung des lumbalen Rückenmarkes
S34.18,Sonstige Verletzung des lumbalen Rückenmarkes
S34.2,Verletzung von Nervenwurzeln der Lendenwirbelsäule und des Kreuzbeins
S34.3,Verletzung der Cauda equina
S34.30,Komplettes traumatisches Cauda- (equina-) Syndrom
S34.31,Inkomplettes traumatisches Cauda- (equina-) Syndrom
S34.38,Sonstige und nicht näher bezeichnete Verletzungen der Cauda equina
S34.4,Verletzung des Plexus lumbosacralis
S34.5,"Verletzung sympathischer Nerven der Lendenwirbel-, Kreuzbein- und Beckenregion"
S34.6,"Verletzung eines oder mehrerer peripherer Nerven des Abdomens, der Lumbosakralgegend und des Beckens"
S34.7,Funktionale Höhe einer Verletzung des lumbosakralen Rückenmarkes
S34.70,Verletzung des lumbosakralen Rückenmarkes: Höhe nicht näher bezeichnet
S34.71,Verletzung des Rückenmarkes: L1
S34.72,Verletzung des Rückenmarkes: L2
S34.73,Verletzung des Rückenmarkes: L3
S34.74,Verletzung des Rückenmarkes: L4
S34.75,Verletzung des Rückenmarkes: L5
S34.76,Verletzung des Rückenmarkes: S1
S34.77,Verletzung des Rückenmarkes: S2-S5
S34.8,"Verletzung sonstiger und nicht näher bezeichneter Nerven in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35,"Verletzung von Blutgefäßen in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.0,Verletzung der Aorta abdominalis
S35.1,Verletzung der V. cava inferior
S35.2,Verletzung des Truncus coeliacus oder der A. mesenterica
S35.3,Verletzung der V. portae oder der V. lienalis
S35.4,Verletzung von Blutgefäßen der Niere
S35.5,Verletzung von Blutgefäßen der Iliakalregion
S35.7,"Verletzung mehrerer Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.8,"Verletzung sonstiger Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.80,"Verletzung epiduraler Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.81,"Verletzung subduraler Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.82,"Verletzung subarachnoidaler Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.88,"Verletzung sonstiger Blutgefäße in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S35.9,"Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe des Abdomens, der Lumbosakralgegend und des Beckens"
S36,Verletzung von intraabdominalen Organen
S36.0,Verletzung der Milz
S36.00,"Verletzung der Milz, nicht näher bezeichnet"
S36.01,Hämatom der Milz
S36.02,"Kapselriss der Milz, ohne größeren Einriss des Parenchyms"
S36.03,Rissverletzung der Milz mit Beteiligung des Parenchyms
S36.04,Massive Parenchymruptur der Milz
S36.08,Sonstige Verletzungen der Milz
S36.1,Verletzung der Leber oder der Gallenblase
S36.10,"Verletzung der Leber, nicht näher bezeichnet"
S36.11,Prellung und Hämatom der Leber
S36.12,"Rissverletzung der Leber, nicht näher bezeichnet"
S36.13,Leichte Rissverletzung der Leber
S36.14,Mittelschwere Rissverletzung der Leber
S36.15,Schwere Rissverletzung der Leber
S36.16,Sonstige Verletzungen der Leber
S36.17,Verletzung: Gallenblase
S36.18,Verletzung: Gallengang
S36.2,Verletzung des Pankreas
S36.20,Verletzung des Pankreas: Teil nicht näher bezeichnet
S36.21,Verletzung des Pankreas: Kopf
S36.22,Verletzung des Pankreas: Körper
S36.23,Verletzung des Pankreas: Schwanz
S36.29,Verletzung des Pankreas: Sonstige und mehrere Teile
S36.3,Verletzung des Magens
S36.4,Verletzung des Dünndarmes
S36.40,"Verletzung: Dünndarm, Teil nicht näher bezeichnet"
S36.41,Verletzung: Duodenum
S36.49,Verletzung: Sonstiger und mehrere Teile des Dünndarmes
S36.5,Verletzung des Dickdarmes
S36.50,"Verletzung: Dickdarm, Teil nicht näher bezeichnet"
S36.51,Verletzung: Colon ascendens
S36.52,Verletzung: Colon transversum
S36.53,Verletzung: Colon descendens
S36.54,Verletzung: Colon sigmoideum
S36.59,Verletzung: Sonstige und mehrere Teile des Dickdarmes
S36.6,Verletzung des Rektums
S36.7,Verletzung mehrerer intraabdominaler Organe
S36.8,Verletzung sonstiger intraabdominaler Organe
S36.81,Verletzung: Peritoneum
S36.82,Verletzung: Mesenterium
S36.83,Verletzung: Retroperitoneum
S36.88,Verletzung: Sonstige intraabdominale Organe
S36.9,Verletzung eines nicht näher bezeichneten intraabdominalen Organs
S37,Verletzung der Harnorgane und der Beckenorgane
S37.0,Verletzung der Niere
S37.00,"Verletzung der Niere, nicht näher bezeichnet"
S37.01,Prellung und Hämatom der Niere
S37.02,Rissverletzung der Niere
S37.03,Komplette Ruptur des Nierenparenchyms
S37.1,Verletzung des Harnleiters
S37.2,Verletzung der Harnblase
S37.20,"Verletzung der Harnblase, nicht näher bezeichnet"
S37.21,Prellung der Harnblase
S37.22,Ruptur der Harnblase
S37.28,Sonstige Verletzungen der Harnblase
S37.3,Verletzung der Harnröhre
S37.30,Verletzung der Harnröhre: Nicht näher bezeichnet
S37.31,Verletzung der Harnröhre: Pars membranacea
S37.32,Verletzung der Harnröhre: Pars spongiosa
S37.33,Verletzung der Harnröhre: Pars prostatica
S37.38,Verletzung der Harnröhre: Sonstige Teile
S37.4,Verletzung des Ovars
S37.5,Verletzung der Tuba uterina
S37.6,Verletzung des Uterus
S37.7,Verletzung mehrerer Harnorgane und Beckenorgane
S37.8,Verletzung sonstiger Harnorgane und Beckenorgane
S37.81,Verletzung: Nebenniere
S37.82,Verletzung: Prostata
S37.83,Verletzung: Bläschendrüse [Vesicula seminalis]
S37.84,Verletzung: Samenleiter
S37.88,Verletzung: Sonstige Beckenorgane
S37.9,Verletzung eines nicht näher bezeichneten Harnorgans oder Beckenorgans
S38,"Zerquetschung und traumatische Amputation von Teilen des Abdomens, der Lumbosakralgegend und des Beckens"
S38.0,Zerquetschung der äußeren Genitalorgane
S38.1,"Zerquetschung sonstiger und nicht näher bezeichneter Teile des Abdomens, der Lumbosakralgegend und des Beckens"
S38.2,Traumatische Amputation der äußeren Genitalorgane
S38.3,"Traumatische Abtrennung sonstiger und nicht näher bezeichneter Teile des Abdomens, der Lumbosakralgegend und des Beckens"
S39,"Sonstige und nicht näher bezeichnete Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S39.0,"Verletzung von Muskeln und Sehnen des Abdomens, der Lumbosakralgegend und des Beckens"
S39.6,Verletzung eines oder mehrerer intraabdominaler Organe mit Beteiligung eines oder mehrerer Beckenorgane
S39.7,"Multiple Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S39.8,"Sonstige näher bezeichnete Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S39.80,Penisfraktur
S39.81,Verletzung lumbosakraler Rückenmarkhäute
S39.88,"Sonstige näher bezeichnete Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens"
S39.9,"Nicht näher bezeichnete Verletzung des Abdomens, der Lumbosakralgegend und des Beckens"
S40-S49,Verletzungen der Schulter und des Oberarmes
S40,Oberflächliche Verletzung der Schulter und des Oberarmes
S40.0,Prellung der Schulter und des Oberarmes
S40.7,Multiple oberflächliche Verletzungen der Schulter und des Oberarmes
S40.8,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes
S40.81,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Schürfwunde
S40.82,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Blasenbildung (nichtthermisch)
S40.83,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Insektenbiss oder -stich (ungiftig)
S40.84,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Oberflächlicher Fremdkörper (Splitter)
S40.86,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Subkutanes (geschlossenes) Décollement
S40.88,Sonstige oberflächliche Verletzungen der Schulter und des Oberarmes: Sonstige
S40.9,"Oberflächliche Verletzung der Schulter und des Oberarmes, nicht näher bezeichnet"
S41,Offene Wunde der Schulter und des Oberarmes
S41.0,Offene Wunde der Schulter
S41.1,Offene Wunde des Oberarmes
S41.7,Multiple offene Wunden der Schulter und des Oberarmes
S41.8,Offene Wunde sonstiger und nicht näher bezeichneter Teile des Schultergürtels
S41.80,Nicht näher bezeichnete offene Wunde sonstiger und nicht näher bezeichneter Teile des Schultergürtels
S41.84,Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Oberarmes
S41.85,Weichteilschaden II. Grades bei geschlossener Fraktur oder Luxation des Oberarmes
S41.86,Weichteilschaden III. Grades bei geschlossener Fraktur oder Luxation des Oberarmes
S41.87,Weichteilschaden I. Grades bei offener Fraktur oder Luxation des Oberarmes
S41.88,Weichteilschaden II. Grades bei offener Fraktur oder Luxation des Oberarmes
S41.89,Weichteilschaden III. Grades bei offener Fraktur oder Luxation des Oberarmes
S42,Fraktur im Bereich der Schulter und des Oberarmes
S42.0,Fraktur der Klavikula
S42.00,Fraktur der Klavikula: Teil nicht näher bezeichnet
S42.01,Fraktur der Klavikula: Mediales Drittel
S42.02,Fraktur der Klavikula: Mittleres Drittel
S42.03,Fraktur der Klavikula: Laterales Drittel
S42.09,Fraktur der Klavikula: Multipel
S42.1,Fraktur der Skapula
S42.10,Fraktur der Skapula: Teil nicht näher bezeichnet
S42.11,Fraktur der Skapula: Korpus
S42.12,Fraktur der Skapula: Akromion
S42.13,Fraktur der Skapula: Processus coracoideus
S42.14,Fraktur der Skapula: Cavitas glenoidalis und Collum scapulae
S42.19,Fraktur der Skapula: Multipel
S42.2,Fraktur des proximalen Endes des Humerus
S42.20,Fraktur des proximalen Endes des Humerus: Teil nicht näher bezeichnet
S42.21,Fraktur des proximalen Endes des Humerus: Kopf
S42.22,Fraktur des proximalen Endes des Humerus: Collum chirurgicum
S42.23,Fraktur des proximalen Endes des Humerus: Collum anatomicum
S42.24,Fraktur des proximalen Endes des Humerus: Tuberculum majus
S42.29,Fraktur des proximalen Endes des Humerus: Sonstige und multiple Teile
S42.3,Fraktur des Humerusschaftes
S42.4,Fraktur des distalen Endes des Humerus
S42.40,Fraktur des distalen Endes des Humerus: Teil nicht näher bezeichnet
S42.41,Fraktur des distalen Endes des Humerus: Suprakondylär
S42.42,Fraktur des distalen Endes des Humerus: Epicondylus lateralis
S42.43,Fraktur des distalen Endes des Humerus: Epicondylus medialis
S42.44,"Fraktur des distalen Endes des Humerus: Epicondylus, Epicondyli, nicht näher bezeichnet"
S42.45,Fraktur des distalen Endes des Humerus: Transkondylär (T- oder Y-Form)
S42.49,Fraktur des distalen Endes des Humerus: Sonstige und multiple Teile
S42.7,"Multiple Frakturen der Klavikula, der Skapula und des Humerus"
S42.8,Fraktur sonstiger Teile der Schulter und des Oberarmes
S42.9,"Fraktur des Schultergürtels, Teil nicht näher bezeichnet"
S43,"Luxation, Verstauchung und Zerrung von Gelenken und Bändern des Schultergürtels"
S43.0,Luxation des Schultergelenkes [Glenohumeralgelenk]
S43.00,"Luxation des Schultergelenkes [Glenohumeralgelenk], nicht näher bezeichnet"
S43.01,Luxation des Humerus nach vorne
S43.02,Luxation des Humerus nach hinten
S43.03,Luxation des Humerus nach unten
S43.08,Luxation sonstiger Teile der Schulter
S43.1,Luxation des Akromioklavikulargelenkes
S43.2,Luxation des Sternoklavikulargelenkes
S43.3,Luxation sonstiger und nicht näher bezeichneter Teile des Schultergürtels
S43.4,Verstauchung und Zerrung des Schultergelenkes
S43.5,Verstauchung und Zerrung des Akromioklavikulargelenkes
S43.6,Verstauchung und Zerrung des Sternoklavikulargelenkes
S43.7,Verstauchung und Zerrung sonstiger und nicht näher bezeichneter Teile des Schultergürtels
S44,Verletzung von Nerven in Höhe der Schulter und des Oberarmes
S44.0,Verletzung des N. ulnaris in Höhe des Oberarmes
S44.1,Verletzung des N. medianus in Höhe des Oberarmes
S44.2,Verletzung des N. radialis in Höhe des Oberarmes
S44.3,Verletzung des N. axillaris
S44.4,Verletzung des N. musculocutaneus
S44.5,Verletzung sensibler Hautnerven in Höhe der Schulter und des Oberarmes
S44.7,Verletzung mehrerer Nerven in Höhe der Schulter und des Oberarmes
S44.8,Verletzung sonstiger Nerven in Höhe der Schulter und des Oberarmes
S44.9,Verletzung eines nicht näher bezeichneten Nervs in Höhe der Schulter und des Oberarmes
S45,Verletzung von Blutgefäßen in Höhe der Schulter und des Oberarmes
S45.0,Verletzung der A. axillaris
S45.1,Verletzung der A. brachialis
S45.2,Verletzung der V. axillaris oder der V. brachialis
S45.3,Verletzung oberflächlicher Venen in Höhe der Schulter und des Oberarmes
S45.7,Verletzung mehrerer Blutgefäße in Höhe der Schulter und des Oberarmes
S45.8,Verletzung sonstiger Blutgefäße in Höhe der Schulter und des Oberarmes
S45.9,Verletzung eines nicht näher bezeichneten Blutgefäßes in Höhe der Schulter und des Oberarmes
S46,Verletzung von Muskeln und Sehnen in Höhe der Schulter und des Oberarmes
S46.0,Verletzung der Muskeln und der Sehnen der Rotatorenmanschette
S46.1,Verletzung des Muskels und der Sehne des Caput longum des M. biceps brachii
S46.2,Verletzung des Muskels und der Sehne an sonstigen Teilen des M. biceps brachii
S46.3,Verletzung des Muskels und der Sehne des M. triceps brachii
S46.7,Verletzung mehrerer Muskeln und Sehnen in Höhe der Schulter und des Oberarmes
S46.8,Verletzung sonstiger Muskeln und Sehnen in Höhe der Schulter und des Oberarmes
S46.9,Verletzung nicht näher bezeichneter Muskeln und Sehnen in Höhe der Schulter und des Oberarmes
S47,Zerquetschung der Schulter und des Oberarmes
S48,Traumatische Amputation an Schulter und Oberarm
S48.0,Traumatische Amputation im Schultergelenk
S48.1,Traumatische Amputation zwischen Schulter und Ellenbogen
S48.9,"Traumatische Amputation an Schulter und Oberarm, Höhe nicht näher bezeichnet"
S49,Sonstige und nicht näher bezeichnete Verletzungen der Schulter und des Oberarmes
S49.7,Multiple Verletzungen der Schulter und des Oberarmes
S49.8,Sonstige näher bezeichnete Verletzungen der Schulter und des Oberarmes
S49.9,Nicht näher bezeichnete Verletzung der Schulter und des Oberarmes
S50-S59,Verletzungen des Ellenbogens und des Unterarmes
S50,Oberflächliche Verletzung des Unterarmes
S50.0,Prellung des Ellenbogens
S50.1,Prellung sonstiger und nicht näher bezeichneter Teile des Unterarmes
S50.7,Multiple oberflächliche Verletzungen des Unterarmes
S50.8,Sonstige oberflächliche Verletzungen des Unterarmes
S50.81,Sonstige oberflächliche Verletzungen des Unterarmes: Schürfwunde
S50.82,Sonstige oberflächliche Verletzungen des Unterarmes: Blasenbildung (nichtthermisch)
S50.83,Sonstige oberflächliche Verletzungen des Unterarmes: Insektenbiss oder -stich (ungiftig)
